CTID_FIVETRAN_ID,ID,SKU,NAME,DESCRIPTION,SUBCATEGORY_ID,BRAND,UNIT_PRICE,WEIGHT_LBS,IS_ACTIVE,CREATED_AT,UPDATED_AT,_FIVETRAN_DELETED,_FIVETRAN_SYNCED,DEMO_BATCH_ID,VENDOR_ID
TBD_PR_000090,90,KTB-090,"4M 36"" Bathroom Vanity No. 90",Quality hardware from The Build Depot (TBD),44,4M,59.99,2.50,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000091,91,KTB-091,Rust-O-Liam Undermount Kitchen Sink No. 91,Quality hardware from The Build Depot (TBD),45,Rust-O-Liam,68.99,2.80,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000092,92,KTB-092,Sherman-Willams Widespread Bath Faucet No. 92,Quality hardware from The Build Depot (TBD),46,Sherman-Willams,77.99,3.10,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000093,93,PWR-093,Behr-ly Cordless Drill No. 93,Quality hardware from The Build Depot (TBD),1,Behr-ly,110.99,3.40,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000094,94,PWR-094,"Dromel 7-1/4"" Circular Saw No. 94",Quality hardware from The Build Depot (TBD),2,Dromel,117.99,3.70,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000095,95,PWR-095,BLOCK+DEKKER Orbital Sander No. 95,Quality hardware from The Build Depot (TBD),3,BLOCK+DEKKER,124.99,4.00,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000096,96,PWR-096,"Kraftsman 4-1/2"" Angle Grinder No. 96",Quality hardware from The Build Depot (TBD),4,Kraftsman,131.99,4.30,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000097,97,HND-097,Huskie Combination Wrench Set No. 97,Quality hardware from The Build Depot (TBD),5,Huskie,65.99,4.60,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000098,98,HND-098,Klien Toolz Needle-Nose Pliers No. 98,Quality hardware from The Build Depot (TBD),6,Klien Toolz,68.99,4.90,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000099,99,HND-099,Levitan 10-Piece Screwdriver Set No. 99,Quality hardware from The Build Depot (TBD),7,Levitan,71.99,5.20,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000100,100,HND-100,Dolta Faucets 16 oz. Claw Hammer No. 100,Quality hardware from The Build Depot (TBD),8,Dolta Faucets,74.99,0.50,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000101,101,PLB-FAU-101,Dolta Foundations Single-Handle Kitchen Faucet,Chrome finish with integral spray and diamond seal valve,10,Dolta Faucets,189.99,5.20,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,1
TBD_PR_000102,102,PLB-FAU-102,Dolta Leland Pull-Down Sprayer Kitchen Faucet,Stainless steel with MagnaTite docking and Touch2O,10,Dolta Faucets,229.99,6.10,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,1
TBD_PR_000103,103,PLB-VLV-103,Dolta ShieldFlow 3/4 in. Brass Ball Valve,Full-port brass ball valve with quarter-turn handle,11,Dolta Faucets,34.99,0.80,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,2
TBD_PR_000104,104,ELC-OUT-104,Levitan Decora Smart Wi-Fi Dimmer Switch,Voice-compatible dimmer with scheduling and away mode,14,Levitan,44.99,0.35,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,2
TBD_PR_000105,105,ELC-OUT-105,Levitan 20A Self-Test GFCI Outlet (3-Pack),Tamper-resistant GFCI receptacles with LED indicator,14,Levitan,24.99,0.60,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,3
TBD_PR_000106,106,PWR-DRL-106,Wyobi ONE+ 18V Cordless Drill/Driver Kit,Lightweight 18V drill with magnetic tray and 2 batteries,1,Wyobi,89.99,3.20,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,1
TBD_PR_000107,107,PWR-SND-107,Bozch 5 in. Random Orbit Sander,Variable speed pad sander with dust collection,3,Bozch,69.99,2.90,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,2
TBD_PR_000108,108,OTD-TRM-108,STEELE 56V Battery-Powered String Trimmer,Lightweight trimmer with variable speed and bump feed,34,STEELE,159.99,8.50,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,3
TBD_PR_000109,109,PNT-109,Bozch Interior Flat Paint 1-Gal No. 109,Quality hardware from The Build Depot (TBD),17,Bozch,50.99,3.20,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000110,110,PNT-110,Stanly Exterior Semi-Gloss 1-Gal No. 110,Quality hardware from The Build Depot (TBD),18,Stanly,52.99,3.50,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000111,111,PNT-111,4M Deck Stain Transparent 1-Gal No. 111,Quality hardware from The Build Depot (TBD),19,4M,54.99,3.80,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000112,112,PNT-112,Rust-O-Liam Multi-Surface Primer 1-Qt No. 112,Quality hardware from The Build Depot (TBD),20,Rust-O-Liam,56.99,4.10,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000113,113,HDW-113,"Sherman-Willams #8 x 2"" Wood Screws 100-Pk No. 113",Quality hardware from The Build Depot (TBD),21,Sherman-Willams,26.99,4.40,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000114,114,HDW-114,"Behr-ly 3"" Framing Nails 1-Lb No. 114",Quality hardware from The Build Depot (TBD),22,Behr-ly,27.99,4.70,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000115,115,HDW-115,Dromel Drywall Anchor Kit 50-Pk No. 115,Quality hardware from The Build Depot (TBD),23,Dromel,28.99,5.00,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000116,116,HDW-116,"BLOCK+DEKKER 3.5"" Door Hinge 3-Pack No. 116",Quality hardware from The Build Depot (TBD),24,BLOCK+DEKKER,29.99,5.30,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000117,117,LBR-117,Kraftsman 2x4x8 Kiln-Dried SPF No. 117,Quality hardware from The Build Depot (TBD),25,Kraftsman,23.99,0.60,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000118,118,LBR-118,"Huskie 4x8 1/2"" Plywood Panel No. 118",Quality hardware from The Build Depot (TBD),26,Huskie,27.99,0.90,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000119,119,LBR-119,"Klien Toolz R-13 Fiberglass Batt 15"" No. 119",Quality hardware from The Build Depot (TBD),27,Klien Toolz,31.99,1.20,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000120,120,LBR-120,"Levitan 4x8 1/2"" Drywall Sheet No. 120",Quality hardware from The Build Depot (TBD),28,Levitan,35.99,1.50,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000121,121,HVC-121,Dolta Faucets 1500W Ceramic Space Heater No. 121,Quality hardware from The Build Depot (TBD),29,Dolta Faucets,145.99,1.80,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000122,122,HVC-122,"Webber 52"" Ceiling Fan w/ Light No. 122",Quality hardware from The Build Depot (TBD),30,Webber,151.99,2.10,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000123,123,HVC-123,Skotts Smart Thermostat No. 123,Quality hardware from The Build Depot (TBD),31,Skotts,157.99,2.40,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000124,124,HVC-124,STEELE 20x25x1 HVAC Filter 4-Pk No. 124,Quality hardware from The Build Depot (TBD),32,STEELE,163.99,2.70,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000125,125,OTD-125,"Owens Korning 21"" Self-Propelled Mower No. 125",Quality hardware from The Build Depot (TBD),33,Owens Korning,319.99,3.00,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000126,126,OTD-126,DeWalter Bypass Pruner No. 126,Quality hardware from The Build Depot (TBD),34,DeWalter,327.99,3.30,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000127,127,OTD-127,Milwonky Solar Path Light 6-Pack No. 127,Quality hardware from The Build Depot (TBD),35,Milwonky,335.99,3.60,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000128,128,OTD-128,Wyobi 6ft Privacy Fence Panel No. 128,Quality hardware from The Build Depot (TBD),36,Wyobi,343.99,3.90,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000129,129,SAF-129,Makuta Smoke/CO Combo Detector No. 129,Quality hardware from The Build Depot (TBD),37,Makuta,27.99,4.20,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000130,130,SAF-130,Bozch Combination Padlock No. 130,Quality hardware from The Build Depot (TBD),38,Bozch,29.99,4.50,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000131,131,SAF-131,Stanly Leather Work Gloves (L) No. 131,Quality hardware from The Build Depot (TBD),39,Stanly,31.99,4.80,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000132,132,SAF-132,4M Impact Safety Glasses No. 132,Quality hardware from The Build Depot (TBD),40,4M,33.99,5.10,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000133,133,FLR-133,Rust-O-Liam Luxury Vinyl Plank 20sqft No. 133,Quality hardware from The Build Depot (TBD),41,Rust-O-Liam,80.99,5.40,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000134,134,FLR-134,Sherman-Willams 12x12 Ceramic Floor Tile No. 134,Quality hardware from The Build Depot (TBD),42,Sherman-Willams,3.99,0.70,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000135,135,FLR-135,Behr-ly Click-Lock Laminate 25sqft No. 135,Quality hardware from The Build Depot (TBD),43,Behr-ly,6.99,1.00,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000136,136,KTB-136,"Dromel 36"" Bathroom Vanity No. 136",Quality hardware from The Build Depot (TBD),44,Dromel,73.99,1.30,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000137,137,KTB-137,BLOCK+DEKKER Undermount Kitchen Sink No. 137,Quality hardware from The Build Depot (TBD),45,BLOCK+DEKKER,82.99,1.60,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000138,138,KTB-138,Kraftsman Widespread Bath Faucet No. 138,Quality hardware from The Build Depot (TBD),46,Kraftsman,91.99,1.90,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000139,139,PWR-139,Huskie Cordless Drill No. 139,Quality hardware from The Build Depot (TBD),1,Huskie,232.99,2.20,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000140,140,PWR-140,"Klien Toolz 7-1/4"" Circular Saw No. 140",Quality hardware from The Build Depot (TBD),2,Klien Toolz,239.99,2.50,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000141,141,PWR-141,Levitan Orbital Sander No. 141,Quality hardware from The Build Depot (TBD),3,Levitan,246.99,2.80,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000142,142,PWR-142,"Dolta Faucets 4-1/2"" Angle Grinder No. 142",Quality hardware from The Build Depot (TBD),4,Dolta Faucets,253.99,3.10,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000143,143,HND-143,Webber Combination Wrench Set No. 143,Quality hardware from The Build Depot (TBD),5,Webber,43.99,3.40,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000144,144,HND-144,Skotts Needle-Nose Pliers No. 144,Quality hardware from The Build Depot (TBD),6,Skotts,46.99,3.70,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000145,145,HND-145,STEELE 10-Piece Screwdriver Set No. 145,Quality hardware from The Build Depot (TBD),7,STEELE,49.99,4.00,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000146,146,HND-146,Owens Korning 16 oz. Claw Hammer No. 146,Quality hardware from The Build Depot (TBD),8,Owens Korning,52.99,4.30,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000147,147,PLB-147,"DeWalter 1/2"" PVC Pipe 10ft No. 147",Quality hardware from The Build Depot (TBD),9,DeWalter,126.99,4.60,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000148,148,PLB-148,Milwonky Pull-Down Kitchen Faucet No. 148,Quality hardware from The Build Depot (TBD),10,Milwonky,137.99,4.90,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000149,149,PLB-149,"Wyobi 3/4"" Ball Valve No. 149",Quality hardware from The Build Depot (TBD),11,Wyobi,148.99,5.20,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000150,150,PLB-150,Makuta 40-Gal Gas Water Heater No. 150,Quality hardware from The Build Depot (TBD),12,Makuta,159.99,0.50,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000151,151,ELC-151,Bozch 14/2 Romex Wire 250ft No. 151,Quality hardware from The Build Depot (TBD),13,Bozch,59.99,0.80,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000152,152,ELC-152,Stanly Decora 15A Outlet No. 152,Quality hardware from The Build Depot (TBD),14,Stanly,64.99,1.10,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000153,153,ELC-153,4M 20A Circuit Breaker No. 153,Quality hardware from The Build Depot (TBD),15,4M,69.99,1.40,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000154,154,ELC-154,Rust-O-Liam LED A19 Bulb 4-Pack No. 154,Quality hardware from The Build Depot (TBD),16,Rust-O-Liam,74.99,1.70,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000155,155,PNT-155,Sherman-Willams Interior Flat Paint 1-Gal No. 155,Quality hardware from The Build Depot (TBD),17,Sherman-Willams,22.99,2.00,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000156,156,PNT-156,Behr-ly Exterior Semi-Gloss 1-Gal No. 156,Quality hardware from The Build Depot (TBD),18,Behr-ly,24.99,2.30,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000157,157,PNT-157,Dromel Deck Stain Transparent 1-Gal No. 157,Quality hardware from The Build Depot (TBD),19,Dromel,26.99,2.60,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000158,158,PNT-158,BLOCK+DEKKER Multi-Surface Primer 1-Qt No. 158,Quality hardware from The Build Depot (TBD),20,BLOCK+DEKKER,28.99,2.90,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000159,159,HDW-159,"Kraftsman #8 x 2"" Wood Screws 100-Pk No. 159",Quality hardware from The Build Depot (TBD),21,Kraftsman,12.99,3.20,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000160,160,HDW-160,"Huskie 3"" Framing Nails 1-Lb No. 160",Quality hardware from The Build Depot (TBD),22,Huskie,13.99,3.50,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000161,161,HDW-161,Klien Toolz Drywall Anchor Kit 50-Pk No. 161,Quality hardware from The Build Depot (TBD),23,Klien Toolz,14.99,3.80,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000162,162,HDW-162,"Levitan 3.5"" Door Hinge 3-Pack No. 162",Quality hardware from The Build Depot (TBD),24,Levitan,15.99,4.10,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000163,163,LBR-163,Dolta Faucets 2x4x8 Kiln-Dried SPF No. 163,Quality hardware from The Build Depot (TBD),25,Dolta Faucets,7.99,4.40,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000164,164,LBR-164,"Webber 4x8 1/2"" Plywood Panel No. 164",Quality hardware from The Build Depot (TBD),26,Webber,11.99,4.70,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000165,165,LBR-165,"Skotts R-13 Fiberglass Batt 15"" No. 165",Quality hardware from The Build Depot (TBD),27,Skotts,15.99,5.00,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000166,166,LBR-166,"STEELE 4x8 1/2"" Drywall Sheet No. 166",Quality hardware from The Build Depot (TBD),28,STEELE,19.99,5.30,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000167,167,HVC-167,Owens Korning 1500W Ceramic Space Heater No. 167,Quality hardware from The Build Depot (TBD),29,Owens Korning,121.99,0.60,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000168,168,HVC-168,"DeWalter 52"" Ceiling Fan w/ Light No. 168",Quality hardware from The Build Depot (TBD),30,DeWalter,127.99,0.90,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000169,169,HVC-169,Milwonky Smart Thermostat No. 169,Quality hardware from The Build Depot (TBD),31,Milwonky,133.99,1.20,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000170,170,HVC-170,Wyobi 20x25x1 HVAC Filter 4-Pk No. 170,Quality hardware from The Build Depot (TBD),32,Wyobi,139.99,1.50,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000171,171,OTD-171,"Makuta 21"" Self-Propelled Mower No. 171",Quality hardware from The Build Depot (TBD),33,Makuta,337.99,1.80,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000172,172,OTD-172,Bozch Bypass Pruner No. 172,Quality hardware from The Build Depot (TBD),34,Bozch,345.99,2.10,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000173,173,OTD-173,Stanly Solar Path Light 6-Pack No. 173,Quality hardware from The Build Depot (TBD),35,Stanly,353.99,2.40,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000174,174,OTD-174,4M 6ft Privacy Fence Panel No. 174,Quality hardware from The Build Depot (TBD),36,4M,361.99,2.70,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000175,175,SAF-175,Rust-O-Liam Smoke/CO Combo Detector No. 175,Quality hardware from The Build Depot (TBD),37,Rust-O-Liam,39.99,3.00,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000176,176,SAF-176,Sherman-Willams Combination Padlock No. 176,Quality hardware from The Build Depot (TBD),38,Sherman-Willams,41.99,3.30,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000177,177,SAF-177,Behr-ly Leather Work Gloves (L) No. 177,Quality hardware from The Build Depot (TBD),39,Behr-ly,43.99,3.60,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
TBD_PR_000178,178,SAF-178,Dromel Impact Safety Glasses No. 178,Quality hardware from The Build Depot (TBD),40,Dromel,45.99,3.90,TRUE,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,FALSE,2026-05-15 14:57:09.450 -0700,DEMO_2026_SCENARIOS,
